Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,701(1),663(1),1167(1),,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,726(1),726(1),1301(1),1301(1),1301(1),461(1),566(1),566(1),,,,
Tel Govt-NS LOC,BCE-FEM,Telangana,"RVM IMSRC, Siddipet",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,,,,,,437(1),437(1),1303(1),,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"MNR Med Coll, Sangareddy",DERMATOLOGY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,679(1),884(1),1292(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kamineni IMS, Narketpally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,1093(1),1312(1),1312(1),1312(1),341(1),670(1),670(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Govt Med Coll, Nizamabad",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",500,,,,,,1273(1),1273(1),1336(1),,,,
Tel Govt-NS LOC,BCC-GEN,Telangana,"CAIMS, Karimnagar",TBRD,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,,,1342(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"CAIMS, Karimnagar",OBG,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,551(1),969(1),1104(1),1347(1),1347(1),,,,,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kamineni IMS, Narketpally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1348(1),1348(1),1348(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kamineni IMS, Narketpally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,1044(1),1349(1),1349(1),1349(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",TBRD,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,720(1),1002(1),1351(1),1351(1),1351(1),542(1),542(1),787(1),,,,
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"DCMS, Hyderabad",DERMATOLOGY,"₹7,75,000",Info not available*,1*,"₹20,00,000*",1400,1351(1),1351(1),1353(1),1353(1),1353(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kamineni IMS, Narketpally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,,1356(1),1356(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,824(1),824(1),1211(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"SVS Med Coll, Mehboobnagar",OPHTHALMOLOGY,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,,,,,,890(1),1185(1),1364(1),,,,
Tel Govt-NS UNR,BCB-GEN,Telangana,"Prathima IMS, Karimnagar",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1184(1),1164(1),1365(1),1365(1),1365(1),,,,,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,1366(1),1366(1),1366(1),,,,
Tel Govt-NS UNR,BCA-GEN,Telangana,"Mamata Med Coll, Khammam",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,1371(1),1371(1),1373(1),1373(1),1373(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1187(1),1231(1),1382(1),1382(1),1382(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",OBG,"₹7,00,000",Info not available*,1*,"₹20,00,000*",700,,,,,,799(1),943(1),1389(1),,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Apollo IMSR, Hyderabad",ANAESTHESIOLOGY,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,,,,,,1393(1),1393(1),1392(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OBG,-,-,-,-,940,1390(1),1390(1),1393(1),1393(1),1393(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,917(1),949(1),1398(1),1398(1),1398(1),,,,,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Mediciti IMS, Ghanpur",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,,,,,,,,1404(1),,,,
Tel Govt-NS LOC,BCC-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,,,,,,1388(1),1404(1),1403(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,869(1),869(1),1405(1),1405(1),1405(1),,,,,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"NIMS, Hyderabad",RADIATION ONCOLOGY,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,1394(1),1405(1),1408(1),1408(1),1408(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"CAIMS, Karimnagar",ORTHOPAEDICS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,1411(1),1411(1),1410(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,1411(1),1411(1),1414(1),1414(1),1414(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL MEDICINE,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,,,,,,1414(1),1414(1),1413(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",ORTHOPAEDICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",540,,,,,,1416(1),1416(1),1415(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,1418(1),1418(1),1417(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OBG,-,-,-,-,940,1420(1),1420(1),1423(1),1423(1),1423(1),,,,,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,1424(1),1424(1),1423(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,1074(1),1074(1),1429(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"RVM IMSRC, Siddipet",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,,,,,,1060(1),1433(1),1432(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Mamata Med Coll, Khammam",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,728(1),728(1),1435(1),,,,
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"Shadan IMSRC, Peerancheru",TBRD,"₹7,50,000",Info not available*,1*,"₹20,00,000*",800,,,,,,1442(1),1442(1),1191(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Mamata Med Coll, Khammam",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,1090(1),1090(1),1445(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,,,,,,,,1446(1),,,,
Tel Govt-NS LOC,BCC-FEM,Telangana,"Gandhi Med Coll, Secunderabad",OBG,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1441(1),1441(1),1446(1),1446(1),1446(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,,709(1),1452(1),,,,
Tel Govt-NS UNR,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹15,000*","₹67,032",1,"₹20,00,000",4800,375(1),1190(1),1453(1),1453(1),1453(1),,,,,,,
Tel Govt-NS UNR,BCA-GEN,Telangana,"Mediciti IMS, Ghanpur",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,931(1),1450(1),1455(1),1455(1),1455(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,,1171(1),1458(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kamineni IMS, Narketpally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1461(1),1461(1),1460(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",PAEDIATRICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,,,,,1464(1),1464(1),1463(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,"₹15,000*","₹67,032",1,"₹20,00,000",4800,1185(1),810(1),1464(1),1464(1),1464(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Malla Reddy IMS, Hyderabad",PAEDIATRICS,-,-,-,-,940,1467(1),1467(1),1472(1),1472(1),1472(1),,,,,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"Gandhi Med Coll, Secunderabad",TBRD,"₹15,000*","₹67,032",1,"₹20,00,000",1200,,,,,,1187(1),1187(1),1473(1),,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Rajiv Gandhi IMS, Adilabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,,,,,,1479(1),1479(1),1478(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"MNR Med Coll, Sangareddy",OBG,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,1476(1),1476(1),1482(1),1482(1),1482(1),,,,,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"Govt Med Coll, Nizamabad",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",500,,,,,,1085(1),1112(1),1489(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",PAEDIATRICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,1493(1),1493(1),1492(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kamineni IMS, Narketpally",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1489(1),1489(1),1495(1),1495(1),1495(1),,,,,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL MEDICINE,-,-,-,-,940,533(1),533(1),1500(1),1500(1),1500(1),,,,,,,
Tel Govt-NS UNR,BCB-GEN,Telangana,"Govt Med Coll, Nizamabad",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",500,,837(1),1504(1),1504(1),1504(1),,,,,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"CAIMS, Karimnagar",TBRD,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,1357(1),1357(1),1507(1),,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,913(1),975(2),1221(2),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL SURGERY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",540,,,,,,1512(1),1512(1),1511(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"RVM IMSRC, Siddipet",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,,,,,,1519(1),1519(1),1518(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,,,,,,1266(1),1266(1),1519(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Gandhi Med Coll, Secunderabad",ENT,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1515(1),1515(1),1521(1),1521(1),1521(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1119(1),815(1),1525(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,,1325(1),1527(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",PAEDIATRICS,-,-,-,-,940,473(1),473(1),672(1),1536(1),1536(1),,,,,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",530,,1181(1),1537(1),1537(1),1537(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,1066(1),1066(1),1539(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1494(1),1494(1),1545(1),1545(1),1545(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,1544(1),1544(1),1551(1),1551(1),1551(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kamineni IMS, Narketpally",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1120(1),1120(1),1555(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni IMS, Narketpally",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1011(1),1011(1),1560(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Govt Med Coll, Siddipet",PSYCHIATRY,"₹15,000*","₹67,032",1,"₹20,00,000",780,,,,,,1318(1),1318(1),1318(1),,,,
Tel Govt-NS UNR,MIN-FEM-MSM,Telangana,"DCMS, Hyderabad",OBG,"₹7,75,000",Info not available*,1*,"₹20,00,000*",1400,1562(1),1562(1),1569(1),1569(1),1569(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,,,,,,,,1569(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Apollo IMSR, Hyderabad",OBG,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,1566(1),1566(1),1573(1),1573(1),1573(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN-PHO,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,1568(1),1568(1),1575(1),1575(1),1575(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,875(1),875(1),1313(2),1577(2),1577(2),,,632(1),,,,
Tel Govt-NS LOC,ST-FEM,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,520(1),1572(1),1579(1),1579(1),1579(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mahavir Inst of MS, Vikarabad",GENERAL SURGERY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",700,,,,,,1050(1),1050(1),1517(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Govt Med Coll, Nizamabad",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",500,,,,,,,,1587(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1048(1),1220(1),1558(1),,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata Med Coll, Khammam",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,1141(1),1141(1),1589(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,,,,,,,1053(1),1575(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",OPHTHALMOLOGY,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,1155(1),1155(1),1593(1),1593(1),1593(1),717(1),717(1),794(1),,,,
Tel Govt-NS UNR,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",4800,1397(1),1587(1),1594(1),1594(1),1594(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",PAEDIATRICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",540,1347(1),1347(1),1595(1),1595(1),1595(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,1307(1),1307(1),1595(1),,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,,,,,878(1),1039(1),1596(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1190(1),1328(1),1597(1),1597(1),1597(1),667(1),667(1),668(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",PSYCHIATRY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,1541(1),1541(1),1599(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",PAEDIATRICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",530,1346(1),1395(1),1600(1),1600(1),1600(1),663(1),841(1),893(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Govt Med Coll, Siddipet",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",780,,,,,,1107(1),1107(1),1604(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,976(1),976(1),1608(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",ENT,"₹15,000*","₹67,032",1,"₹20,00,000",4800,,,,,,840(1),840(1),1611(2),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,1013(1),1628(1),1628(1),1628(1),,,,,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"MNR Med Coll, Sangareddy",DERMATOLOGY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,1151(1),1621(1),1632(1),1632(1),1632(1),,,,,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,1510(1),1510(1),1633(2),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",DERMATOLOGY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,,,,,1634(1),1634(1),1267(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Gandhi Med Coll, Secunderabad",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1186(1),849(1),1635(1),1635(1),1635(1),,,673(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Gandhi Med Coll, Secunderabad",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1637(1),1637(1),1644(1),1644(1),1644(1),675(1),746(1),746(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,1644(1),1651(1),1651(1),1651(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Siddipet",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",780,,,,,,1286(1),1286(1),1654(1),,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",TBRD,"₹7,00,000",Info not available*,1*,"₹20,00,000*",540,,,,,,1099(1),1099(1),1359(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,1239(1),1222(1),1666(1),1666(1),1666(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,1306(1),1306(1),1306(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Apollo IMSR, Hyderabad",PAEDIATRICS,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,1685(1),1685(1),1692(1),1692(1),1692(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"RVM IMSRC, Siddipet",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,,,,,,867(1),867(1),1673(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Maheshwara Med Coll, Medak",GENERAL SURGERY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",745,,,,,,1518(1),1518(1),1696(1),,,,
Tel Govt-NS UNR,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹15,000*","₹67,032",1,"₹20,00,000",4800,933(1),1690(1),1697(1),1697(1),1697(1),,,,,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Mahavir Inst of MS, Vikarabad",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",700,1702(1),1702(1),1709(1),1709(1),1709(1),,,,,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Apollo IMSR, Hyderabad",EMERGENCY MEDICINE,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,,,,,,,,1719(1),,,,
Tel Govt-NS UNR,BCB-GEN,Telangana,"Kakatiya Med Coll, Warangal",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,982(1),1386(1),1720(1),1720(1),1720(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,,,,,,1724(1),1724(1),1723(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,859(1),859(1),1729(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,1526(1),1526(1),1732(1),,,,
Tel Govt-NS UNR,BCB-GEN,Telangana,"Gandhi Med Coll, Secunderabad",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1035(1),1035(1),1732(1),1732(1),1732(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Kakatiya Med Coll, Warangal",DERMATOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,1622(1),1739(1),1738(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1743(1),1743(1),1742(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Nizamabad",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",500,1211(1),1251(1),1745(1),1745(1),1745(1),749(1),749(1),1115(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL SURGERY,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,,,,,,1749(1),1749(1),1748(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",EMERGENCY MEDICINE,-,-,-,-,940,1749(1),1749(1),1756(1),1756(1),1756(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"MNR Med Coll, Sangareddy",OPHTHALMOLOGY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,,1396(1),1759(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PSYCHIATRY,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,,,,,,,,1769(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,1602(1),1602(1),1629(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni IMS, Narketpally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1777(1),1777(1),1784(1),1784(1),1784(1),,,,,,,
